id,original_name,generated_name,authors,year,name,journal
1250,Self-disclosure,Self Disclosure,"Krasnova, H., Spiekermann, S., Koroleva, K., Hildebrand, T.",2010,Online social networks: Why we disclose,Journal of Information Technology
1251,Participation,User Participation,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1252,User Involvement,User Involvement,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1253,Psyhological ownership of information technology,Psychological Ownership of Information Technology,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1254,Cognitive absorption,Cognitive Absorption,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1255,Perceived ease of use,Perceived Ease of Use,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1256,Perceived usefulness,Perceived usefulness,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1257,System use,System use,"Barki, H., Paré, G., Sicotte, C.",2008,Linking IT implementation and acceptance via the construct of psychological ownership of information technology,Journal of Information Technology
1258,Competitive Advantage,Competitive Advantage,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1259,IS Integration,Information Systems Integration,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1260,Organizational Absortive Capacity,Organizational Absorptive Capacity,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1261,Data Integration,Data Integration,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1262,Application Integration,Application Integration,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1263,Training Orientation,Training Orientation,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1264,Change Orientation,Change Orientation,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1265,Process Orientation,Process Orientation,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1266,Flexibility Orientation,Flexibility Orientation,"Francalanci, C., Morabito, V.",2008,IS integration and business performance: The mediation effect of organizational absorptive capacity in SMEs,Journal of Information Technology
1267,Performance Expectancy,Performance Expectancy,"Kim, C., Jahng, J., Lee, J.",2007,An empirical investigation into the utilization-based information technology success model: Integrating task-performance and social influence perspective,Journal of Information Technology
1268,Explicit social influence,Explicit Social Influence,"Kim, C., Jahng, J., Lee, J.",2007,An empirical investigation into the utilization-based information technology success model: Integrating task-performance and social influence perspective,Journal of Information Technology
1269,Implicit social influence,Implicit Social Influence,"Kim, C., Jahng, J., Lee, J.",2007,An empirical investigation into the utilization-based information technology success model: Integrating task-performance and social influence perspective,Journal of Information Technology
1270,IT utilization,Information Technology Utilization,"Kim, C., Jahng, J., Lee, J.",2007,An empirical investigation into the utilization-based information technology success model: Integrating task-performance and social influence perspective,Journal of Information Technology
1271,User Satisfaction,User Satisfaction,"Kim, C., Jahng, J., Lee, J.",2007,An empirical investigation into the utilization-based information technology success model: Integrating task-performance and social influence perspective,Journal of Information Technology
1283,Information use,Information use,"Popovi, A., Hackney, R., Coelho, P.S., Jakli, J.",2014,How information-sharing values influence the use of information systems: An investigation in the business intelligence systems context,Journal of Strategic Information Systems
1284,Business intelligence system quality,Business Intelligence System Quality,"Popovi, A., Hackney, R., Coelho, P.S., Jakli, J.",2014,How information-sharing values influence the use of information systems: An investigation in the business intelligence systems context,Journal of Strategic Information Systems
1285,Information Quality,Information Quality,"Popovi, A., Hackney, R., Coelho, P.S., Jakli, J.",2014,How information-sharing values influence the use of information systems: An investigation in the business intelligence systems context,Journal of Strategic Information Systems
1286,Information sharing values,Information Sharing Values,"Popovi, A., Hackney, R., Coelho, P.S., Jakli, J.",2014,How information-sharing values influence the use of information systems: An investigation in the business intelligence systems context,Journal of Strategic Information Systems
1287,Shirking,Shirking,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1288,Misappropriation of information assets,Misappropriation of information assets,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1289,Solidarity,Solidarity,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1290,Flexibility,Norm of Flexibility,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1291,Information Exchange,Information Exchange,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1292,Contract Adequacy,Contract Adequacy,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1293,Outsourcing success,Outsourcing Success,"Mathew, S.K., Chen, Y.",2013,Achieving offshore software development success: An empirical analysis of risk mitigation through relational norms,Journal of Strategic Information Systems
1294,Internet security,Internet Security,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1295,Website trust,Website Trust,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1296,Website privacy,Website Privacy,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1297,Positive affect,Positive affect,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1298,Negative affect,Negative Affect,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1299,Intention to disclose,Intention to Disclose Personal Information,"Wakefield, R.",2013,The influence of user affect in online information disclosure,Journal of Strategic Information Systems
1310,Technological Deployment,Technological Deployment,"Croteau, A.-M., Bergeron, F.",2001,"An information technology trilogy: Business strategy, technological deployment and organizational performance",Journal of Strategic Information Systems
1311,Organizational Performance,Organizational Performance,"Croteau, A.-M., Bergeron, F.",2001,"An information technology trilogy: Business strategy, technological deployment and organizational performance",Journal of Strategic Information Systems
1312,Prospector Strategic Activities,Prospector Strategic Activities,"Croteau, A.-M., Bergeron, F.",2001,"An information technology trilogy: Business strategy, technological deployment and organizational performance",Journal of Strategic Information Systems
2101,Analyzer Strategic Activities,Analyzer Strategic Activities,"Croteau, A.-M., Bergeron, F.",2001,"An information technology trilogy: Business strategy, technological deployment and organizational performance",Journal of Strategic Information Systems
